regime,signal,selected_features,risk_multiplier,confidence,reason,source,guardrails_applied,time,idx,close
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.1,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-04 00:00:00+00:00,148,92093.54
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.1,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-05 00:00:00+00:00,149,89345.29
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-06 00:00:00+00:00,150,89267.97
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-07 00:00:00+00:00,151,90402.29
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-08 00:00:00+00:00,152,90653.86
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-09 00:00:00+00:00,153,92690.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-10 00:00:00+00:00,154,92035.99
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-11 00:00:00+00:00,155,92542.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-12 00:00:00+00:00,156,90278.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-13 00:00:00+00:00,157,90255.32
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.44999999999999996,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2025-12-14 00:00:00+00:00,158,88171.61
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.33749999999999997,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2025-12-15 00:00:00+00:00,159,86417.5
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['trade_cooldown_2_of_3'],2025-12-16 00:00:00+00:00,160,87854.01
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.22499999999999998,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2025-12-17 00:00:00+00:00,161,86209.77
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.16874999999999998,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2025-12-18 00:00:00+00:00,162,85460.02
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.1265625,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2025-12-19 00:00:00+00:00,163,88092.65
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.1265625,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-20 00:00:00+00:00,164,88324.0
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-21 00:00:00+00:00,165,88639.95
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-22 00:00:00+00:00,166,88556.77
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-23 00:00:00+00:00,167,87429.32
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-24 00:00:00+00:00,168,87609.03
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-25 00:00:00+00:00,169,87171.68
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-26 00:00:00+00:00,170,87296.01
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-27 00:00:00+00:00,171,87808.0
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-28 00:00:00+00:00,172,87877.29
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-29 00:00:00+00:00,173,87110.78
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-30 00:00:00+00:00,174,88397.5
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2025-12-31 00:00:00+00:00,175,87497.94
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-01 00:00:00+00:00,176,88738.34
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-02 00:00:00+00:00,177,89957.99
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-03 00:00:00+00:00,178,90598.02
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-04 00:00:00+00:00,179,91494.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.8,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-05 00:00:00+00:00,180,93870.06
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.8,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-06 00:00:00+00:00,181,93722.01
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.8,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-07 00:00:00+00:00,182,91279.73
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.8,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-08 00:00:00+00:00,183,91026.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.8,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-09 00:00:00+00:00,184,90515.45
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.8,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-10 00:00:00+00:00,185,90385.54
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.8,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-11 00:00:00+00:00,186,90872.01
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.8,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-12 00:00:00+00:00,187,91188.09
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.8,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-13 00:00:00+00:00,188,95384.23
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.8,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-14 00:00:00+00:00,189,96955.16
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-15 00:00:00+00:00,190,95587.65
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-16 00:00:00+00:00,191,95504.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-17 00:00:00+00:00,192,95109.99
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-18 00:00:00+00:00,193,93633.53
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-19 00:00:00+00:00,194,92559.66
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['trade_cooldown_2_of_3'],2026-01-20 00:00:00+00:00,195,88310.6
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-21 00:00:00+00:00,196,89363.71
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-22 00:00:00+00:00,197,89463.5
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-23 00:00:00+00:00,198,89474.93
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-24 00:00:00+00:00,199,89082.17
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-25 00:00:00+00:00,200,86561.94
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['trade_cooldown_1_of_3'],2026-01-26 00:00:00+00:00,201,88250.01
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-27 00:00:00+00:00,202,89116.96
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-28 00:00:00+00:00,203,89162.4
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-01-29 00:00:00+00:00,204,84513.2
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['trade_cooldown_1_of_3'],2026-01-30 00:00:00+00:00,205,84110.99
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.22499999999999998,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-01-31 00:00:00+00:00,206,78648.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.16874999999999998,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-02-01 00:00:00+00:00,207,76895.53
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.1265625,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-02-02 00:00:00+00:00,208,78666.85
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.09492187499999999,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-02-03 00:00:00+00:00,209,75661.49
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.15000000000000002,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,"['medium_atr_volatility_75pct_risk', 'trade_cooldown_1_of_3']",2026-02-04 00:00:00+00:00,210,72998.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.07500000000000001,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-05 00:00:00+00:00,211,62791.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.05,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-06 00:00:00+00:00,212,70527.7
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.05,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-07 00:00:00+00:00,213,69244.74
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.05,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-08 00:00:00+00:00,214,70279.33
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.125,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-09 00:00:00+00:00,215,70101.99
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.0625,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-10 00:00:00+00:00,216,68803.65
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.05,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-11 00:00:00+00:00,217,67024.93
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.025,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,"['high_atr_volatility_50pct_risk', 'trade_cooldown_1_of_3']",2026-02-12 00:00:00+00:00,218,66208.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.05,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-13 00:00:00+00:00,219,68812.0
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.125,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-14 00:00:00+00:00,220,69786.96
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.0625,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-15 00:00:00+00:00,221,68792.0
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.05,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-16 00:00:00+00:00,222,68858.13
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.05,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['high_atr_volatility_50pct_risk'],2026-02-17 00:00:00+00:00,223,67466.7
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.025,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,"['high_atr_volatility_50pct_risk', 'trade_cooldown_1_of_3']",2026-02-18 00:00:00+00:00,224,66419.79
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.30000000000000004,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-02-19 00:00:00+00:00,225,66972.5
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.22500000000000003,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-02-20 00:00:00+00:00,226,67984.42
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.22500000000000003,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-02-21 00:00:00+00:00,227,67955.78
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.22500000000000003,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-02-22 00:00:00+00:00,228,67617.98
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.22500000000000003,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-02-23 00:00:00+00:00,229,64625.78
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['trade_cooldown_1_of_3'],2026-02-24 00:00:00+00:00,230,64068.33
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-02-25 00:00:00+00:00,231,67992.68
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-02-26 00:00:00+00:00,232,67490.51
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.3,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-02-27 00:00:00+00:00,233,65859.94
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.22499999999999998,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-02-28 00:00:00+00:00,234,66967.85
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.15000000000000002,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,"['medium_atr_volatility_75pct_risk', 'trade_cooldown_2_of_3']",2026-03-01 00:00:00+00:00,235,65769.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.11250000000000002,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-02 00:00:00+00:00,236,68832.01
